資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-041-01	邦訳日葡辞書	25976	13092	寶	宝	至寶	至宝	xifo_		2	2			ハゥ	シハゥ				"見出し語出現形：xijf_. l, xifo_."	765lＬ		fo_
50-041-01	邦訳日葡辞書	25977	13093	至	至	至言	至言	xijguen		1	2			シイ	シイゲン					765l		xij
50-041-01	邦訳日葡辞書	25978	13093	言	言	至言	至言	xijguen		2	2			ゲン	シイゲン					765l		guen
50-041-01	邦訳日葡辞書	25979	13094	至	至	至善	至善	xiijen		1	2			シイ	シイゼン					765l		xii
50-041-01	邦訳日葡辞書	25980	13094	善	善	至善	至善	xiijen		2	2			ゼン	シイゼン					765l		jen
50-041-01	邦訳日葡辞書	25981	13095	至	至	至味	至味	xijmi		1	2			シイ	シイミ					765l		xij
50-041-01	邦訳日葡辞書	25982	13095	味	味	至味	至味	xijmi		2	1			ミ	シイミ					765l		mi
50-041-01	邦訳日葡辞書	25983	13096	滋	滋	滋味	滋味	xijmi		1	2			シイ	シイミ					765l†		xij
50-041-01	邦訳日葡辞書	25984	13096	味	味	滋味	滋味	xijmi		2	1			ミ	シイミ					765l†		mi
50-041-01	邦訳日葡辞書	25985	13097	至	至	至理	至理	xiiri		1	2			シイ	シイリ					765l		xii
50-041-01	邦訳日葡辞書	25986	13097	理	理	至理	至理	xiiri		2	1			リ	シイリ					765l		ri
50-041-01	邦訳日葡辞書	25987	13098	至	至	至道	至道	xijto_		1	2			シイ	シイタゥ				"見出し語出現形：xijto_. l, xido_."	765l		xij
50-041-01	邦訳日葡辞書	25988	13098	道	道	至道	至道	xijto_		2	2			タゥ	シイタゥ				"見出し語出現形：xijto_. l, xido_."	765l		to_
50-041-01	邦訳日葡辞書	25989	13099	至	至	至道	至道	xido_		1	1			シ	シダゥ				"見出し語出現形：xijto_. l, xido_."	765lＬ		xi
50-041-01	邦訳日葡辞書	25990	13099	道	道	至道	至道	xido_		2	2			ダゥ	シダゥ				"見出し語出現形：xijto_. l, xido_."	765lＬ		do_
50-041-01	邦訳日葡辞書	25991	13100	至	至	至徳	至徳	xijtocu		1	2			シイ	シイトク					765l		xij
50-041-01	邦訳日葡辞書	25992	13100	徳	徳	至徳	至徳	xijtocu		2	2			トク	シイトク					765l		tocu
50-041-01	邦訳日葡辞書	25993	13101	至	至	至切	至切	xijxet		1	2			シイ	シイセっ					765l		xij
50-041-01	邦訳日葡辞書	25994	13101	切	切	至切	至切	xijxet		2	2			セっ	シイセっ					765l		xet
50-041-01	邦訳日葡辞書	25995	13102	四	四	四時	四時	xijxi		1	2			シイ	シイシ					765l		xij
50-041-01	邦訳日葡辞書	25996	13102	時	時	四時	四時	xijxi		2	1			シ	シイシ					765l		xi
50-041-01	邦訳日葡辞書	25997	13103	旨	旨	旨趣	旨趣	xijxu		1	2			シイ	シイシュ					765r		xij
50-041-01	邦訳日葡辞書	25998	13103	趣	趣	旨趣	旨趣	xijxu		2	1			シュ	シイシュ					765r		xu
50-041-01	邦訳日葡辞書	25999	13104	自	自	自然	自然	xijen		1	1			シ	シゼン					765r		xi
50-041-01	邦訳日葡辞書	26000	13104	然	然	自然	自然	xijen		2	2			ゼン	シゼン					765r		jen
50-041-01	邦訳日葡辞書	26001	13105	四	四	四至	四至	xiji		1	1			シ	シジ					765r		xi
50-041-01	邦訳日葡辞書	26002	13105	至	至	四至	四至	xiji		2	1			ジ	シジ					765r		ji
50-041-01	邦訳日葡辞書	26003	13106	指	指	指似	指似	xiji		1	1			シ	シジ					765r		xi
50-041-01	邦訳日葡辞書	26004	13106	似	似	指似	指似	xiji		2	1			ジ	シジ					765r		ji
50-041-01	邦訳日葡辞書	26005	13107	四	四	四至傍爾	四至傍爾	xijifo_ji		1	1			シ	シジハゥジ					765r		xi
50-041-01	邦訳日葡辞書	26006	13107	至	至	四至傍爾	四至傍爾	xijifo_ji		2	1			ジ	シジハゥジ					765r		ji
50-041-01	邦訳日葡辞書	26007	13107	傍	傍	四至傍爾	四至傍爾	xijifo_ji		3	2			ハゥ	シジハゥジ					765r		fo_
50-041-01	邦訳日葡辞書	26008	13107	爾	爾	四至傍爾	四至傍爾	xijifo_ji		4	1			ジ	シジハゥジ					765r		ji
50-041-01	邦訳日葡辞書	26009	13108	詩	詩	詩人	詩人	xijin		1	1			シ	シジン					765r		xi
50-041-01	邦訳日葡辞書	26010	13108	人	人	詩人	詩人	xijin		2	2			ジン	シジン					765r		jin
50-041-01	邦訳日葡辞書	26011	13109	始	始	始終	始終	xij_		1	1			シ	シジュゥ					765r		xi
50-041-01	邦訳日葡辞書	26012	13109	終	終	始終	始終	xij_		2	2			ジュゥ	シジュゥ					765r		j_
50-041-01	邦訳日葡辞書	26013	13110	四	四	四十	四十	xij_		1	1			シ	シジュゥ					765r†	複合派生項目：xij_gara	xi
50-041-01	邦訳日葡辞書	26014	13110	十	十	四十	四十	xij_		2	2			ジュゥ	シジュゥ					765r†	複合派生項目：xij_gara	j_
50-041-01	邦訳日葡辞書	26015	13111	紫	紫	紫磨	紫磨	xima		1	1			シ	シマ					765r		xi
50-041-01	邦訳日葡辞書	26016	13111	磨	磨	紫磨	紫磨	xima		2	1			マ	シマ					765r		ma
50-041-01	邦訳日葡辞書	26017	13112	中	中	島中	島中	ximagi_	混種語	2	2			ヂュゥ	シマヂュゥ					765r		gi_
50-041-01	邦訳日葡辞書	26018	13113	姉	姉	姉妹	姉妹	ximai		1	1			シ	シマイ					765r		xi
50-041-01	邦訳日葡辞書	26019	13113	妹	妹	姉妹	姉妹	ximai		2	2			マイ	シマイ					765r		mai
50-041-01	邦訳日葡辞書	26020	13114	四	四	四枚胴	四枚胴	ximaid_		1	1			シ	シマイドゥ					766l		xi
50-041-01	邦訳日葡辞書	26021	13114	枚	枚	四枚胴	四枚胴	ximaid_		2	2			マイ	シマイドゥ					766l		mai
50-041-01	邦訳日葡辞書	26022	13114	胴	胴	四枚胴	四枚胴	ximaid_		3	2			ドゥ	シマイドゥ					766l		d_
50-041-01	邦訳日葡辞書	26023	13115	始	始	始末	始末	ximat		1	1			シ	シマっ					766l		xi
50-041-01	邦訳日葡辞書	26024	13115	末	末	始末	始末	ximat		2	2			マっ	シマっ					766l		mat
50-041-01	邦訳日葡辞書	26025	13116	始	始	始末者	始末者	ximatxa		1	1			シ	シマっシャ					766l		xi
50-041-01	邦訳日葡辞書	26026	13116	末	末	始末者	始末者	ximatxa		2	2			マっ	シマっシャ					766l		mat
50-041-01	邦訳日葡辞書	26027	13116	者	者	始末者	始末者	ximatxa		3	1			シャ	シマっシャ					766l		xa
50-041-01	邦訳日葡辞書	26028	13117	駟	駟	駟馬	駟馬	xime		1	1			シ	シメ				"見出し語出現形：xime. l, ximeno curuma."	766l	複合派生項目：ximeno curuma	xi
50-041-01	邦訳日葡辞書	26029	13117	馬	馬	駟馬	駟馬	xime		2	1			メ	シメ				"見出し語出現形：xime. l, ximeno curuma."	766l	複合派生項目：ximeno curuma	me
50-041-01	邦訳日葡辞書	26030	13118	四	四	四目	四目	xime	混種語	1	1			シ	シメ					766r		xi
50-041-01	邦訳日葡辞書	26031	13119	死	死	死脈	死脈	ximeacu		1	1			シ	シメャク					766r†		xi
50-041-01	邦訳日葡辞書	26032	13119	脈	脈	死脈	死脈	ximeacu		2	2			メャク	シメャク					766r†		meacu
50-041-01	邦訳日葡辞書	26033	13120	四	四	四面	四面	ximen		1	1			シ	シメン					766r		xi
50-041-01	邦訳日葡辞書	26034	13120	面	面	四面	四面	ximen		2	2			メン	シメン					766r		men
50-041-01	邦訳日葡辞書	26035	13121	紙	紙	紙面	紙面	ximen		1	1			シ	シメン					766r†		xi
50-041-01	邦訳日葡辞書	26036	13121	面	面	紙面	紙面	ximen		2	2			メン	シメン					766r†		men
50-041-01	邦訳日葡辞書	26037	13122	死	死	死脈	死脈	ximiacu		1	1			シ	シミャク					767l		xi
50-041-01	邦訳日葡辞書	26038	13122	脈	脈	死脈	死脈	ximiacu		2	2			ミャク	シミャク					767l		miacu
50-041-01	邦訳日葡辞書	26039	13123	四	四	四民	四民	ximin		1	1			シ	シミン					767l		xi
50-041-01	邦訳日葡辞書	26040	13123	民	民	四民	四民	ximin		2	2			ミン	シミン					767l		min
50-041-01	邦訳日葡辞書	26041	13124	道	道	下道	下道	ximodo_	混種語	2	2			ダゥ	シモダゥ					767r†		do_
50-041-01	邦訳日葡辞書	26042	13125	邊	辺	下邊	下辺	ximofen	混種語	2	2			ヘン	シモヘン					767r		fen
50-041-01	邦訳日葡辞書	26043	13126	京	京	下京	下京	ximoguio_	混種語	2	2			ギャゥ	シモギャゥ					767r		guio_
50-041-01	邦訳日葡辞書	26044	13127	無	無	下無	下無	ximomu	混種語	2	1			ム	シモム					767r†		mu
50-041-01	邦訳日葡辞書	26045	13128	四	四	四門	四門	ximon		1	1			シ	シモン					767r†		xi
50-041-01	邦訳日葡辞書	26046	13128	門	門	四門	四門	ximon		2	2			モン	シモン					767r†		mon
50-041-01	邦訳日葡辞書	26047	13129	私	私	私物	私物	ximot		1	1			シ	シモっ					767r†		xi
50-041-01	邦訳日葡辞書	26048	13129	物	物	私物	私物	ximot		2	2			モっ	シモっ					767r†		mot
50-041-01	邦訳日葡辞書	26049	13130	座	座	下座	下座	ximoza	混種語	2	1			ザ	シモザ				"見出し語出現形：ximoza. l, suyeza."	768l		za
50-041-01	邦訳日葡辞書	26050	13131	心	心	心	心	xin		1	2			シン	シン				推定表記出現形：心・芯	768l		xin
50-041-01	邦訳日葡辞書	26051	13132	芯	芯	芯	芯	xin		1	2			シン	シン				推定表記出現形：心・芯	768l		xin
50-041-01	邦訳日葡辞書	26052	13133	臣	臣	臣	臣	xin		1	2			シン	シン					768l		xin
50-041-01	邦訳日葡辞書	26053	13134	眞	真	眞	真	xin		1	2			シン	シン					768l	3項目を統合	xin
50-041-01	邦訳日葡辞書	26054	13135	眞	真	眞漆	真の漆	xin	混種語	1	2			シン	シン				"見出し語出現形：xin. l, xinno vruxi."	768lＬ		xin
50-041-01	邦訳日葡辞書	26055	13136	神	神	神	神	xin		1	2			シン	シン					768l		xin
50-041-01	邦訳日葡辞書	26056	13137	信	信	信	信	xin		1	2			シン	シン					768l†		xin
50-041-01	邦訳日葡辞書	26057	13138	親	親	親愛	親愛	xin ai		1	2			シン	シンアイ					768l†		xin
50-041-01	邦訳日葡辞書	26058	13138	愛	愛	親愛	親愛	xin ai		2	2			アイ	シンアイ					768l†		ai
50-041-01	邦訳日葡辞書	26059	13139	指	指	指南	指南	xinan		1	1			シ	シナン					768r	2項目を統合（qe_cunのvel注記）	xi
50-041-01	邦訳日葡辞書	26060	13139	南	南	指南	指南	xinan		2	2			ナン	シナン					768r	2項目を統合（qe_cunのvel注記）	nan
50-041-01	邦訳日葡辞書	26061	13140	神	神	神罰	神罰	xinbachi		1	2			シン	シンバチ				"語形注記：Meli_s, Xinbat."	768r		xin
50-041-01	邦訳日葡辞書	26062	13140	罰	罰	神罰	神罰	xinbachi		2	2			バチ	シンバチ				"語形注記：Meli_s, Xinbat."	768r		bachi
50-041-01	邦訳日葡辞書	26063	13141	針	針	針盤	針盤	xinban		1	2			シン	シンバン					768r†		xin
50-041-01	邦訳日葡辞書	26064	13141	盤	盤	針盤	針盤	xinban		2	2			バン	シンバン					768r†		ban
50-041-01	邦訳日葡辞書	26065	13142	神	神	神罰	神罰	xinbat		1	2			シン	シンバっ					768r		xin
50-041-01	邦訳日葡辞書	26066	13142	罰	罰	神罰	神罰	xinbat		2	2			バっ	シンバっ					768r		bat
50-041-01	邦訳日葡辞書	26067	13143	新	新	新米	新米	xinbei		1	2			シン	シンベイ				"見出し語出現形：xinbei. l, xinmai."	768r		xin
50-041-01	邦訳日葡辞書	26068	13143	米	米	新米	新米	xinbei		2	2			ベイ	シンベイ				"見出し語出現形：xinbei. l, xinmai."	768r		bei
50-041-01	邦訳日葡辞書	26069	13144	神	神	神妙	神妙	xinbe_		1	2			シン	シンベゥ					768r	複合派生項目：xinbe_ni	xin
50-041-01	邦訳日葡辞書	26070	13144	妙	妙	神妙	神妙	xinbe_		2	2			ベゥ	シンベゥ					768r	複合派生項目：xinbe_ni	be_
50-041-01	邦訳日葡辞書	26071	13145	心	心	心法	心法	xinb_		1	2			シン	シンボゥ					768r		xin
50-041-01	邦訳日葡辞書	26072	13145	法	法	心法	心法	xinb_		2	2			ボゥ	シンボゥ					768r		b_
50-041-01	邦訳日葡辞書	26073	13146	新	新	新發意	新発意	xinbochi		1	2			シン	シンボチ					768r	2項目を統合	xin
50-041-01	邦訳日葡辞書	26074	13146	發	発	新發意	新発意	xinbochi		2	1			ボ	シンボチ					768r	2項目を統合	bo
50-041-01	邦訳日葡辞書	26075	13146	意	意	新發意	新発意	xinbochi		3	1			チ	シンボチ					768r	2項目を統合	chi
50-041-01	邦訳日葡辞書	26076	13147	神	神	神木	神木	xinbocu		1	2			シン	シンボク					768r†		xin
50-041-01	邦訳日葡辞書	26077	13147	木	木	神木	神木	xinbocu		2	2			ボク	シンボク					768r†		bocu
50-041-01	邦訳日葡辞書	26078	13148	新	新	新發意	新発意	xinbot-i		1	2			シン	シンボっイ					768r		xin
50-041-01	邦訳日葡辞書	26079	13148	發	発	新發意	新発意	xinbot-i		2	2			ボっ	シンボっイ					768r		bot
50-041-01	邦訳日葡辞書	26080	13148	意	意	新發意	新発意	xinbot-i		3	1			イ	シンボっイ					768r		i
50-041-01	邦訳日葡辞書	26081	13149	親	親	親父	親父	xinbu		1	2			シン	シンブ					768r		xin
50-041-01	邦訳日葡辞書	26082	13149	父	父	親父	親父	xinbu		2	1			ブ	シンブ					768r		bu
50-041-01	邦訳日葡辞書	26083	13150	信	信	信服	信服	xinbucu		1	2			シン	シンブク					768r†	2項目を統合（xinpucuのvel注記）	xin
50-041-01	邦訳日葡辞書	26084	13150	服	服	信服	信服	xinbucu		2	2			ブク	シンブク					768r†	2項目を統合（xinpucuのvel注記）	bucu
50-041-01	邦訳日葡辞書	26085	13151	身	身	身分	身分	xinbun		1	2			シン	シンブン					768r		xin
50-041-01	邦訳日葡辞書	26086	13151	分	分	身分	身分	xinbun		2	2			ブン	シンブン					768r		bun
50-041-01	邦訳日葡辞書	26087	13152	臣	臣	臣下	臣下	xinca		1	2			シン	シンカ					769l		xin
50-041-01	邦訳日葡辞書	26088	13152	下	下	臣下	臣下	xinca		2	1			カ	シンカ					769l		ca
50-041-01	邦訳日葡辞書	26089	13153	請	請	請客	請客	xinca		1	2			シン	シンカ				推定表記出現形：請客・請暇	769l	2項目を統合	xin
50-041-01	邦訳日葡辞書	26090	13153	客	客	請客	請客	xinca		2	1			カ	シンカ				推定表記出現形：請客・請暇	769l	2項目を統合	ca
50-041-01	邦訳日葡辞書	26091	13154	請	請	請暇	請暇	xinca		1	2			シン	シンカ				推定表記出現形：請客・請暇	769l		xin
50-041-01	邦訳日葡辞書	26092	13154	暇	暇	請暇	請暇	xinca		2	1			カ	シンカ				推定表記出現形：請客・請暇	769l		ca
50-041-01	邦訳日葡辞書	26093	13155	眞	真	眞翰	真翰	xincan		1	2			シン	シンカン					769l†	2項目を統合（xinpitのvel注記）	xin
50-041-01	邦訳日葡辞書	26094	13155	翰	翰	眞翰	真翰	xincan		2	2			カン	シンカン					769l†	2項目を統合（xinpitのvel注記）	can
50-041-01	邦訳日葡辞書	26095	13156	心	心	心肝	心肝	xincan		1	2			シン	シンカン					769l†		xin
50-041-01	邦訳日葡辞書	26096	13156	肝	肝	心肝	心肝	xincan		2	2			カン	シンカン					769l†		can
50-041-01	邦訳日葡辞書	26097	13157	心	心	心感	心感	xincan		1	2			シン	シンカン				推定表記出現形：心感・森閑	769l	複合派生項目：xincanni	xin
50-041-01	邦訳日葡辞書	26098	13157	感	感	心感	心感	xincan		2	2			カン	シンカン				推定表記出現形：心感・森閑	769l	複合派生項目：xincanni	can
50-041-01	邦訳日葡辞書	26099	13158	森	森	森閑	森閑	xincan		1	2			シン	シンカン				推定表記出現形：心感・森閑	769l	複合派生項目：xincanni	xin
50-041-01	邦訳日葡辞書	26100	13158	閑	閑	森閑	森閑	xincan		2	2			カン	シンカン				推定表記出現形：心感・森閑	769l	複合派生項目：xincanni	can
50-041-01	邦訳日葡辞書	26101	13159	新	新	新茶	新茶	xincha		1	2			シン	シンチャ					769l		xin
50-041-01	邦訳日葡辞書	26102	13159	茶	茶	新茶	新茶	xincha		2	1			チャ	シンチャ					769l		cha
50-041-01	邦訳日葡辞書	26103	13160	新	新	新地	新地	xinchi		1	2			シン	シンチ				推定表記出現形：新地・新知	769l		xin
50-041-01	邦訳日葡辞書	26104	13160	地	地	新地	新地	xinchi		2	1			チ	シンチ				推定表記出現形：新地・新知	769l		chi
50-041-01	邦訳日葡辞書	26105	13161	新	新	新知	新知	xinchi		1	2			シン	シンチ				推定表記出現形：新地・新知	769l		xin
50-041-01	邦訳日葡辞書	26106	13161	知	知	新知	新知	xinchi		2	1			チ	シンチ				推定表記出現形：新地・新知	769l		chi
50-041-01	邦訳日葡辞書	26107	13162	深	深	深沈	深沈	xinchin		1	2			シン	シンチン					769l		xin
50-041-01	邦訳日葡辞書	26108	13162	沈	沈	深沈	深沈	xinchin		2	2			チン	シンチン					769l		chin
50-041-01	邦訳日葡辞書	26109	13163	新	新	新注	新注	xinch_		1	2			シン	シンチュゥ					769l		xin
50-041-01	邦訳日葡辞書	26110	13163	注	注	新注	新注	xinch_		2	2			チュゥ	シンチュゥ					769l		ch_
50-041-01	邦訳日葡辞書	26111	13164	眞	真	眞鍮	真鍮	xinch_		1	2			シン	シンチュゥ					769l		xin
50-041-01	邦訳日葡辞書	26112	13164	鍮	鍮	眞鍮	真鍮	xinch_		2	2			チュゥ	シンチュゥ					769l		ch_
50-041-01	邦訳日葡辞書	26113	13165	深	深	深更	深更	xinco_		1	2			シン	シンカゥ					769l		xin
50-041-01	邦訳日葡辞書	26114	13165	更	更	深更	深更	xinco_		2	2			カゥ	シンカゥ					769l		co_
50-041-01	邦訳日葡辞書	26115	13166	信	信	信仰	信仰	xinco_		1	2			シン	シンカゥ					769l†		xin
50-041-01	邦訳日葡辞書	26116	13166	仰	仰	信仰	信仰	xinco_		2	2			カゥ	シンカゥ					769l†		co_
50-041-01	邦訳日葡辞書	26117	13167	新	新	新古	新古	xinco		1	2			シン	シンコ					769l†		xin
50-041-01	邦訳日葡辞書	26118	13167	古	古	新古	新古	xinco		2	1			コ	シンコ					769l†		co
50-041-01	邦訳日葡辞書	26119	13168	神	神	神國	神国	xincocu		1	2			シン	シンコク					769l		xin
50-041-01	邦訳日葡辞書	26120	13168	國	国	神國	神国	xincocu		2	2			コク	シンコク					769l		cocu
50-041-01	邦訳日葡辞書	26121	13169	深	深	深谷	深谷	xincocu		1	2			シン	シンコク					769l†		xin
50-041-01	邦訳日葡辞書	26122	13169	谷	谷	深谷	深谷	xincocu		2	2			コク	シンコク					769l†		cocu
50-041-01	邦訳日葡辞書	26123	13170	心	心	心根	心根	xincon		1	2			シン	シンコン					769l		xin
50-041-01	邦訳日葡辞書	26124	13170	根	根	心根	心根	xincon		2	2			コン	シンコン					769l		con
50-041-01	邦訳日葡辞書	26125	13171	辛	辛	辛苦	辛苦	xincu		1	2			シン	シンク					769l		xin
50-041-01	邦訳日葡辞書	26126	13171	苦	苦	辛苦	辛苦	xincu		2	1			ク	シンク					769l		cu
50-041-01	邦訳日葡辞書	26127	13172	身	身	身口意	身口意	xincu-i		1	2			シン	シンクイ					769l		xin
50-041-01	邦訳日葡辞書	26128	13172	口	口	身口意	身口意	xincu-i		2	1			ク	シンクイ					769l		cu
50-041-01	邦訳日葡辞書	26129	13172	意	意	身口意	身口意	xincu-i		3	1			イ	シンクイ					769l		i
50-041-01	邦訳日葡辞書	26130	13173	？	？	？？船	？？船	xincuxen		1	2			シン	シンクセン					769r		xin
50-041-01	邦訳日葡辞書	26131	13173	？	？	？？船	？？船	xincuxen		2	1			ク	シンクセン					769r		cu
50-041-01	邦訳日葡辞書	26132	13173	船	船	？？船	？？船	xincuxen		3	2			セン	シンクセン					769r		xen
50-041-01	邦訳日葡辞書	26133	13174	進	進	進退	進退	xindai		1	2			シン	シンダイ					769r		xin
50-041-01	邦訳日葡辞書	26134	13174	退	退	進退	進退	xindai		2	2			ダイ	シンダイ					769r		dai
50-041-01	邦訳日葡辞書	26135	13175	新	新	新内裏	新内裏	xindairi		1	2			シン	シンダイリ					769r		xin
50-041-01	邦訳日葡辞書	26136	13175	内	内	新内裏	新内裏	xindairi		2	2			ダイ	シンダイリ					769r		dai
50-041-01	邦訳日葡辞書	26137	13175	裏	裏	新内裏	新内裏	xindairi		3	1			リ	シンダイリ					769r		ri
50-041-01	邦訳日葡辞書	26138	13176	震	震	震旦	震旦	xindan		1	2			シン	シンダン					769r		xin
50-041-01	邦訳日葡辞書	26139	13176	旦	旦	震旦	震旦	xindan		2	2			ダン	シンダン					769r		dan
50-041-01	邦訳日葡辞書	26140	13177	神	神	神殿	神殿	xinden		1	2			シン	シンデン					769r		xin
50-041-01	邦訳日葡辞書	26141	13177	殿	殿	神殿	神殿	xinden		2	2			デン	シンデン					769r		den
50-041-01	邦訳日葡辞書	26142	13178	新	新	新殿	新殿	xinden		1	2			シン	シンデン					769r†		xin
50-041-01	邦訳日葡辞書	26143	13178	殿	殿	新殿	新殿	xinden		2	2			デン	シンデン					769r†		den
50-041-01	邦訳日葡辞書	26144	13179	震	震	震動	震動	xind_		1	2			シン	シンドゥ					769r		xin
50-041-01	邦訳日葡辞書	26145	13179	動	動	震動	震動	xind_		2	2			ドゥ	シンドゥ					769r		d_
50-041-01	邦訳日葡辞書	26146	13180	新	新	新渡	新渡	xindo		1	2			シン	シンド				"見出し語出現形：xindo. l, xinto."	769r		xin
50-041-01	邦訳日葡辞書	26147	13180	渡	渡	新渡	新渡	xindo		2	1			ド	シンド				"見出し語出現形：xindo. l, xinto."	769r		do
50-041-01	邦訳日葡辞書	26148	13181	眞	真	眞讀	真読	xindocu		1	2			シン	シンドク					769r		xin
50-041-01	邦訳日葡辞書	26149	13181	讀	読	眞讀	真読	xindocu		2	2			ドク	シンドク					769r		docu
50-041-01	邦訳日葡辞書	26150	13182	思	思	思念	思念	xinen		1	1			シ	シネン					769r	2項目を統合	xi
50-041-01	邦訳日葡辞書	26151	13182	念	念	思念	思念	xinen		2	2			ネン	シネン					769r	2項目を統合	nen
50-041-01	邦訳日葡辞書	26152	13183	志	志	志念	志念	xinen		1	1			シ	シネン					769r	2項目を統合	xi
50-041-01	邦訳日葡辞書	26153	13183	念	念	志念	志念	xinen		2	2			ネン	シネン					769r	2項目を統合	nen
50-041-01	邦訳日葡辞書	26154	13184	始	始	始年	始年	xinen		1	1			シ	シネン					769r		xi
50-041-01	邦訳日葡辞書	26155	13184	年	年	始年	始年	xinen		2	2			ネン	シネン					769r		nen
50-041-01	邦訳日葡辞書	26156	13185	神	神	神法樂	神法楽	xinf_racu		1	2			シン	シンホゥラク					769r†		xin
50-041-01	邦訳日葡辞書	26157	13185	法	法	神法樂	神法楽	xinf_racu		2	2			ホゥ	シンホゥラク					769r†		f_
50-041-01	邦訳日葡辞書	26158	13185	樂	楽	神法樂	神法楽	xinf_racu		3	2			ラク	シンホゥラク					769r†		racu
50-041-01	邦訳日葡辞書	26159	13186	心	心	心眼	心眼	xingan		1	2			シン	シンガン				"見出し語出現形：xingan. l, xinguen."	769r		xin
50-041-01	邦訳日葡辞書	26160	13186	眼	眼	心眼	心眼	xingan		2	2			ガン	シンガン				"見出し語出現形：xingan. l, xinguen."	769r		gan
50-041-01	邦訳日葡辞書	26161	13187	心	心	心外	心外	xingue		1	2			シン	シンゲ					769r		xin
50-041-01	邦訳日葡辞書	26162	13187	外	外	心外	心外	xingue		2	1			ゲ	シンゲ					769r		gue
50-041-01	邦訳日葡辞書	26163	13188	信	信	信解	信解	xingue		1	2			シン	シンゲ					769r†		xin
50-041-01	邦訳日葡辞書	26164	13188	解	解	信解	信解	xingue		2	1			ゲ	シンゲ					769r†		gue
50-041-01	邦訳日葡辞書	26165	13189	心	心	心眼	心眼	xinguen		1	2			シン	シンゲン					770l	2項目を統合（xinganのvel注記）	xin
50-041-01	邦訳日葡辞書	26166	13189	眼	眼	心眼	心眼	xinguen		2	2			ゲン	シンゲン					770l	2項目を統合（xinganのvel注記）	guen
50-041-01	邦訳日葡辞書	26167	13190	眞	真	眞僞	真偽	xingui		1	2			シン	シンギ					770l		xin
50-041-01	邦訳日葡辞書	26168	13190	僞	偽	眞僞	真偽	xingui		2	1			ギ	シンギ					770l		gui
50-041-01	邦訳日葡辞書	26169	13191	新	新	新儀	新儀	xingui		1	2			シン	シンギ					770l		xin
50-041-01	邦訳日葡辞書	26170	13191	儀	儀	新儀	新儀	xingui		2	1			ギ	シンギ					770l		gui
50-041-01	邦訳日葡辞書	26171	13192	心	心	心經	心経	xinguio_		1	2			シン	シンギャゥ					770l		xin
50-041-01	邦訳日葡辞書	26172	13192	經	経	心經	心経	xinguio_		2	2			ギャゥ	シンギャゥ					770l		guio_
50-041-01	邦訳日葡辞書	26173	13193	身	身	身形	身形	xinguio_		1	2			シン	シンギャゥ					770l		xin
50-041-01	邦訳日葡辞書	26174	13193	形	形	身形	身形	xinguio_		2	2			ギャゥ	シンギャゥ					770l		guio_
50-041-01	邦訳日葡辞書	26175	13194	信	信	信仰	信仰	xingo_		1	2			シン	シンガゥ					770l		xin
50-041-01	邦訳日葡辞書	26176	13194	仰	仰	信仰	信仰	xingo_		2	2			ガゥ	シンガゥ					770l		go_
50-041-01	邦訳日葡辞書	26177	13195	眞	真	眞言	真言	xingon		1	2			シン	シンゴン					770l		xin
50-041-01	邦訳日葡辞書	26178	13195	言	言	眞言	真言	xingon		2	2			ゴン	シンゴン					770l		gon
50-041-01	邦訳日葡辞書	26179	13196	親	親	親近	親近	xingon		1	2			シン	シンゴン				"見出し語出現形：xingon. l, xinqin."	770l		xin
50-041-01	邦訳日葡辞書	26180	13196	近	近	親近	親近	xingon		2	2			ゴン	シンゴン				"見出し語出現形：xingon. l, xinqin."	770l		gon
50-041-01	邦訳日葡辞書	26181	13197	親	親	親近	親近	xinqin		1	2			シン	シンキン				"見出し語出現形：xingon. l, xinqin."	770lＬ		xin
50-041-01	邦訳日葡辞書	26182	13197	近	近	親近	親近	xinqin		2	2			キン	シンキン				"見出し語出現形：xingon. l, xinqin."	770lＬ		qin
50-041-01	邦訳日葡辞書	26183	13198	心	心	心外	心外	xinguai		1	2			シン	シングヮイ					770l		xin
50-041-01	邦訳日葡辞書	26184	13198	外	外	心外	心外	xinguai		2	2			グヮイ	シングヮイ					770l		guai
50-041-01	邦訳日葡辞書	26185	13199	心	心	心地	心地	xingi		1	2			シン	シンヂ					770l		xin
50-041-01	邦訳日葡辞書	26186	13199	地	地	心地	心地	xingi		2	1			ヂ	シンヂ					770l		gi
50-041-01	邦訳日葡辞書	26187	13200	鍼	鍼	鍼治	鍼治	xingi		1	2			シン	シンヂ					770l†		xin
50-041-01	邦訳日葡辞書	26188	13200	治	治	鍼治	鍼治	xingi		2	1			ヂ	シンヂ					770l†		gi
50-041-01	邦訳日葡辞書	26189	13201	神	神	神女	神女	xingio		1	2			シン	シンヂョ					770l†		xin
50-041-01	邦訳日葡辞書	26190	13201	女	女	神女	神女	xingio		2	1			ヂョ	シンヂョ					770l†		gio
50-041-01	邦訳日葡辞書	26191	13202	心	心	心中	心中	xingi_		1	2			シン	シンヂュゥ					770l	2項目を統合（xinnaiのvel注記）	xin
